Episodio,Passos,Recompensa,Sucesso
1226,18,8.3,1
1227,20,8.1,1
1228,19,8.2,1
1229,20,8.1,1
1230,18,8.3,1
1231,18,8.3,1
1232,20,8.1,1
1233,18,8.3,1
1234,20,8.1,1
1235,20,8.1,1
1236,20,8.1,1
1237,20,8.1,1
1238,18,8.3,1
1239,21,8.0,1
1240,18,8.3,1
1241,18,8.3,1
1242,21,8.0,1
1243,18,8.3,1
1244,22,7.9,1
1245,22,7.9,1
1246,18,8.3,1
1247,19,8.2,1
1248,18,8.3,1
1249,20,8.1,1
1250,20,8.1,1
1251,24,7.7,1
1252,19,8.2,1
1253,18,8.3,1
1254,25,7.6,1
1255,18,8.3,1
1256,18,8.3,1
1257,22,7.9,1
1258,20,8.1,1
1259,22,7.9,1
1260,19,8.2,1
1261,20,8.1,1
1262,20,8.1,1
1263,20,8.1,1
1264,21,8.0,1
1265,18,8.3,1
1266,22,7.9,1
1267,22,7.9,1
1268,18,8.3,1
1269,20,8.1,1
1270,18,8.3,1
1271,23,7.8,1
1272,20,8.1,1
1273,18,8.3,1
1274,22,7.9,1
1275,20,8.1,1
1276,18,8.3,1
1277,18,8.3,1
1278,18,8.3,1
1279,20,8.1,1
1280,20,8.1,1
1281,20,8.1,1
1282,20,8.1,1
1283,18,8.3,1
1284,19,8.2,1
1285,20,8.1,1
1286,19,8.2,1
1287,18,8.3,1
1288,19,8.2,1
1289,18,8.3,1
1290,20,8.1,1
1291,18,8.3,1
1292,19,8.2,1
1293,18,8.3,1
1294,18,8.3,1
1295,20,8.1,1
1296,20,8.1,1
1297,24,7.7,1
1298,25,7.6,1
1299,18,8.3,1
1300,24,7.7,1
1301,20,8.1,1
1302,18,8.3,1
1303,21,8.0,1
1304,20,8.1,1
1305,22,7.9,1
1306,24,7.7,1
1307,18,8.3,1
1308,18,8.3,1
1309,21,8.0,1
1310,19,8.2,1
1311,18,8.3,1
1312,22,7.9,1
1313,20,8.1,1
1314,27,7.4,1
1315,20,8.1,1
1316,20,8.1,1
